test_ligand,auroc,aupr,pearson,target,target_weight,Sender,Target
COL1A1,0.505287521,0.098683061,0.007478782,ACBD4/BCL9L/CAPN2/CLDN4/EHD1/JUP/KRT15/NR1D1/RARG/SMG9/TMEM107,0.0014167731552652/0.00178802122739477/0.00129993998403701/0.0012876240246079/0.00153858409083055/0.00140607521701331/0.00138479370626718/0.00162579401491527/0.00167282740557796/0.00130939371717652/0.00129462365189653,Fibroblasts_Joint,B-cells_Spleen
COL1A1,0.505287521,0.098683061,0.007478782,ACBD4/BCL9L/CAPN2/CLDN4/EHD1/JUP/KRT15/NR1D1/RARG/SMG9/TMEM107,0.0014167731552652/0.00178802122739477/0.00129993998403701/0.0012876240246079/0.00153858409083055/0.00140607521701331/0.00138479370626718/0.00162579401491527/0.00167282740557796/0.00130939371717652/0.00129462365189653,Fibroblasts_Lung,B-cells_Spleen
COL1A1,0.505287521,0.098683061,0.007478782,ACBD4/BCL9L/CAPN2/CLDN4/EHD1/JUP/KRT15/NR1D1/RARG/SMG9/TMEM107,0.0014167731552652/0.00178802122739477/0.00129993998403701/0.0012876240246079/0.00153858409083055/0.00140607521701331/0.00138479370626718/0.00162579401491527/0.00167282740557796/0.00130939371717652/0.00129462365189653,Fibroblasts_Muscle,B-cells_Spleen
COL1A1,0.505287521,0.098683061,0.007478782,ACBD4/BCL9L/CAPN2/CLDN4/EHD1/JUP/KRT15/NR1D1/RARG/SMG9/TMEM107,0.0014167731552652/0.00178802122739477/0.00129993998403701/0.0012876240246079/0.00153858409083055/0.00140607521701331/0.00138479370626718/0.00162579401491527/0.00167282740557796/0.00130939371717652/0.00129462365189653,Fibroblasts_Skin,B-cells_Spleen
COL1A1,0.505287521,0.098683061,0.007478782,ACBD4/BCL9L/CAPN2/CLDN4/EHD1/JUP/KRT15/NR1D1/RARG/SMG9/TMEM107,0.0014167731552652/0.00178802122739477/0.00129993998403701/0.0012876240246079/0.00153858409083055/0.00140607521701331/0.00138479370626718/0.00162579401491527/0.00167282740557796/0.00130939371717652/0.00129462365189653,Macrophages_Lung,B-cells_Spleen
COL1A1,0.505287521,0.098683061,0.007478782,ACBD4/BCL9L/CAPN2/CLDN4/EHD1/JUP/KRT15/NR1D1/RARG/SMG9/TMEM107,0.0014167731552652/0.00178802122739477/0.00129993998403701/0.0012876240246079/0.00153858409083055/0.00140607521701331/0.00138479370626718/0.00162579401491527/0.00167282740557796/0.00130939371717652/0.00129462365189653,Monocytes_Muscle,B-cells_Spleen
COL1A1,0.505287521,0.098683061,0.007478782,ACBD4/BCL9L/CAPN2/CLDN4/EHD1/JUP/KRT15/NR1D1/RARG/SMG9/TMEM107,0.0014167731552652/0.00178802122739477/0.00129993998403701/0.0012876240246079/0.00153858409083055/0.00140607521701331/0.00138479370626718/0.00162579401491527/0.00167282740557796/0.00130939371717652/0.00129462365189653,T-cells_Lung,B-cells_Spleen
COL1A1,0.505287521,0.098683061,0.007478782,ACBD4/BCL9L/CAPN2/CLDN4/EHD1/JUP/KRT15/NR1D1/RARG/SMG9/TMEM107,0.0014167731552652/0.00178802122739477/0.00129993998403701/0.0012876240246079/0.00153858409083055/0.00140607521701331/0.00138479370626718/0.00162579401491527/0.00167282740557796/0.00130939371717652/0.00129462365189653,T-cells_Skin,B-cells_Spleen
COL1A1,0.505287521,0.098683061,0.007478782,ACBD4/BCL9L/CAPN2/CLDN4/EHD1/JUP/KRT15/NR1D1/RARG/SMG9/TMEM107,0.0014167731552652/0.00178802122739477/0.00129993998403701/0.0012876240246079/0.00153858409083055/0.00140607521701331/0.00138479370626718/0.00162579401491527/0.00167282740557796/0.00130939371717652/0.00129462365189653,Myocytes_Muscle,B-cells_Spleen
SERPING1,0.509318568,0.167567178,0.007353235,ADM/BCL11B/CCND1/COL18A1/EGFR/EPHA2/GDF15/LEF1/NR1D1/NR4A2/PDGFRA/PER1/RARG/SERPINE1/SHC1/SULF2/TEF/TM4SF1/TSHZ2/ZHX2,0.00090103570999869/0.000905746025130757/0.00143077702624639/0.000925522109108637/0.000943001810393618/0.00110485933369633/0.000982110391550465/0.000908152149859404/0.00115067488091819/0.000908885428119868/0.000975609779313542/0.00105099227381407/0.000970108751393218/0.00117847990326443/0.00100203781067023/0.000949126524158952/0.000906336874744393/0.000985170260610335/0.000963014339631152/0.00091835812927408,Endothelial-cells_Lung,Granulocytes_Muscle
SERPING1,0.509318568,0.167567178,0.007353235,ADM/BCL11B/CCND1/COL18A1/EGFR/EPHA2/GDF15/LEF1/NR1D1/NR4A2/PDGFRA/PER1/RARG/SERPINE1/SHC1/SULF2/TEF/TM4SF1/TSHZ2/ZHX2,0.00090103570999869/0.000905746025130757/0.00143077702624639/0.000925522109108637/0.000943001810393618/0.00110485933369633/0.000982110391550465/0.000908152149859404/0.00115067488091819/0.000908885428119868/0.000975609779313542/0.00105099227381407/0.000970108751393218/0.00117847990326443/0.00100203781067023/0.000949126524158952/0.000906336874744393/0.000985170260610335/0.000963014339631152/0.00091835812927408,Macrophages_Skin,Granulocytes_Muscle
IL6,0.487148643,0.127831525,0.007206526,AREG/C1S/CCND1/CISH/CSF1/EGFR/FLT3LG/HMOX1/IGF1/IGFBP3/ITGA5/KITLG/KRT17/LDLR/MDK/MET/MMP9/ORM1/OSM/PTGS2/SERPINB5/STEAP4/TWIST1/VCAM1,0.00258724643650539/0.00253641393154557/0.0050074950972492/0.0049554812214173/0.00282471411165234/0.00307312431818758/0.00246877260225566/0.0043001855032066/0.00447201581641895/0.00466008146145072/0.00286497424880044/0.00251897095022432/0.00267362045068339/0.00232734370693195/0.00249654182769777/0.00273630817856128/0.00542056974195697/0.00600958653102818/0.00557754502846796/0.0053326763580973/0.00304710682277329/0.00309039321055988/0.00242729114137547/0.00240697494821384,Endothelial-cells_Lung,T-cells_Muscle
IL6,0.487148643,0.127831525,0.007206526,AREG/C1S/CCND1/CISH/CSF1/EGFR/FLT3LG/HMOX1/IGF1/IGFBP3/ITGA5/KITLG/KRT17/LDLR/MDK/MET/MMP9/ORM1/OSM/PTGS2/SERPINB5/STEAP4/TWIST1/VCAM1,0.00258724643650539/0.00253641393154557/0.0050074950972492/0.0049554812214173/0.00282471411165234/0.00307312431818758/0.00246877260225566/0.0043001855032066/0.00447201581641895/0.00466008146145072/0.00286497424880044/0.00251897095022432/0.00267362045068339/0.00232734370693195/0.00249654182769777/0.00273630817856128/0.00542056974195697/0.00600958653102818/0.00557754502846796/0.0053326763580973/0.00304710682277329/0.00309039321055988/0.00242729114137547/0.00240697494821384,Fibroblasts_Lung,T-cells_Muscle
IL6,0.487148643,0.127831525,0.007206526,AREG/C1S/CCND1/CISH/CSF1/EGFR/FLT3LG/HMOX1/IGF1/IGFBP3/ITGA5/KITLG/KRT17/LDLR/MDK/MET/MMP9/ORM1/OSM/PTGS2/SERPINB5/STEAP4/TWIST1/VCAM1,0.00258724643650539/0.00253641393154557/0.0050074950972492/0.0049554812214173/0.00282471411165234/0.00307312431818758/0.00246877260225566/0.0043001855032066/0.00447201581641895/0.00466008146145072/0.00286497424880044/0.00251897095022432/0.00267362045068339/0.00232734370693195/0.00249654182769777/0.00273630817856128/0.00542056974195697/0.00600958653102818/0.00557754502846796/0.0053326763580973/0.00304710682277329/0.00309039321055988/0.00242729114137547/0.00240697494821384,Macrophages_Joint,T-cells_Muscle
IL6,0.487148643,0.127831525,0.007206526,AREG/C1S/CCND1/CISH/CSF1/EGFR/FLT3LG/HMOX1/IGF1/IGFBP3/ITGA5/KITLG/KRT17/LDLR/MDK/MET/MMP9/ORM1/OSM/PTGS2/SERPINB5/STEAP4/TWIST1/VCAM1,0.00258724643650539/0.00253641393154557/0.0050074950972492/0.0049554812214173/0.00282471411165234/0.00307312431818758/0.00246877260225566/0.0043001855032066/0.00447201581641895/0.00466008146145072/0.00286497424880044/0.00251897095022432/0.00267362045068339/0.00232734370693195/0.00249654182769777/0.00273630817856128/0.00542056974195697/0.00600958653102818/0.00557754502846796/0.0053326763580973/0.00304710682277329/0.00309039321055988/0.00242729114137547/0.00240697494821384,Macrophages_Lung,T-cells_Muscle
IL6,0.487148643,0.127831525,0.007206526,AREG/C1S/CCND1/CISH/CSF1/EGFR/FLT3LG/HMOX1/IGF1/IGFBP3/ITGA5/KITLG/KRT17/LDLR/MDK/MET/MMP9/ORM1/OSM/PTGS2/SERPINB5/STEAP4/TWIST1/VCAM1,0.00258724643650539/0.00253641393154557/0.0050074950972492/0.0049554812214173/0.00282471411165234/0.00307312431818758/0.00246877260225566/0.0043001855032066/0.00447201581641895/0.00466008146145072/0.00286497424880044/0.00251897095022432/0.00267362045068339/0.00232734370693195/0.00249654182769777/0.00273630817856128/0.00542056974195697/0.00600958653102818/0.00557754502846796/0.0053326763580973/0.00304710682277329/0.00309039321055988/0.00242729114137547/0.00240697494821384,Macrophages_Skin,T-cells_Muscle
IL6,0.487148643,0.127831525,0.007206526,AREG/C1S/CCND1/CISH/CSF1/EGFR/FLT3LG/HMOX1/IGF1/IGFBP3/ITGA5/KITLG/KRT17/LDLR/MDK/MET/MMP9/ORM1/OSM/PTGS2/SERPINB5/STEAP4/TWIST1/VCAM1,0.00258724643650539/0.00253641393154557/0.0050074950972492/0.0049554812214173/0.00282471411165234/0.00307312431818758/0.00246877260225566/0.0043001855032066/0.00447201581641895/0.00466008146145072/0.00286497424880044/0.00251897095022432/0.00267362045068339/0.00232734370693195/0.00249654182769777/0.00273630817856128/0.00542056974195697/0.00600958653102818/0.00557754502846796/0.0053326763580973/0.00304710682277329/0.00309039321055988/0.00242729114137547/0.00240697494821384,Macrophages_Spleen,T-cells_Muscle
IL6,0.487148643,0.127831525,0.007206526,AREG/C1S/CCND1/CISH/CSF1/EGFR/FLT3LG/HMOX1/IGF1/IGFBP3/ITGA5/KITLG/KRT17/LDLR/MDK/MET/MMP9/ORM1/OSM/PTGS2/SERPINB5/STEAP4/TWIST1/VCAM1,0.00258724643650539/0.00253641393154557/0.0050074950972492/0.0049554812214173/0.00282471411165234/0.00307312431818758/0.00246877260225566/0.0043001855032066/0.00447201581641895/0.00466008146145072/0.00286497424880044/0.00251897095022432/0.00267362045068339/0.00232734370693195/0.00249654182769777/0.00273630817856128/0.00542056974195697/0.00600958653102818/0.00557754502846796/0.0053326763580973/0.00304710682277329/0.00309039321055988/0.00242729114137547/0.00240697494821384,T-cells_Lung,T-cells_Muscle
IL6,0.487148643,0.127831525,0.007206526,AREG/C1S/CCND1/CISH/CSF1/EGFR/FLT3LG/HMOX1/IGF1/IGFBP3/ITGA5/KITLG/KRT17/LDLR/MDK/MET/MMP9/ORM1/OSM/PTGS2/SERPINB5/STEAP4/TWIST1/VCAM1,0.00258724643650539/0.00253641393154557/0.0050074950972492/0.0049554812214173/0.00282471411165234/0.00307312431818758/0.00246877260225566/0.0043001855032066/0.00447201581641895/0.00466008146145072/0.00286497424880044/0.00251897095022432/0.00267362045068339/0.00232734370693195/0.00249654182769777/0.00273630817856128/0.00542056974195697/0.00600958653102818/0.00557754502846796/0.0053326763580973/0.00304710682277329/0.00309039321055988/0.00242729114137547/0.00240697494821384,T-cells_Skin,T-cells_Muscle
LTF,0.492289573,0.420433149,0.00717897,CD300LF/CDH5/CNOT3/CR1/DENND2D/FAM193B/HLX/MCTS1/NRP2/PLXDC2/S100A14/SGMS2/SLC48A1/SNN/SOD3/TMEM184B/TTN,0.0106159538823016/0.00854303031020759/0.00800280485876224/0.0108271585707218/0.00818704988298683/0.00789207922026688/0.00826570173113224/0.00788391386999045/0.00791853548395338/0.00797560838596151/0.00880551680804883/0.00810269998193234/0.0082409130699163/0.00792989589823141/0.00921462014874502/0.00787512146409526/0.00949344429270826,Endothelial-cells_Joint,B-cells_Muscle
LTF,0.492289573,0.420433149,0.00717897,CD300LF/CDH5/CNOT3/CR1/DENND2D/FAM193B/HLX/MCTS1/NRP2/PLXDC2/S100A14/SGMS2/SLC48A1/SNN/SOD3/TMEM184B/TTN,0.0106159538823016/0.00854303031020759/0.00800280485876224/0.0108271585707218/0.00818704988298683/0.00789207922026688/0.00826570173113224/0.00788391386999045/0.00791853548395338/0.00797560838596151/0.00880551680804883/0.00810269998193234/0.0082409130699163/0.00792989589823141/0.00921462014874502/0.00787512146409526/0.00949344429270826,Endothelial-cells_Lung,B-cells_Muscle
LTF,0.492289573,0.420433149,0.00717897,CD300LF/CDH5/CNOT3/CR1/DENND2D/FAM193B/HLX/MCTS1/NRP2/PLXDC2/S100A14/SGMS2/SLC48A1/SNN/SOD3/TMEM184B/TTN,0.0106159538823016/0.00854303031020759/0.00800280485876224/0.0108271585707218/0.00818704988298683/0.00789207922026688/0.00826570173113224/0.00788391386999045/0.00791853548395338/0.00797560838596151/0.00880551680804883/0.00810269998193234/0.0082409130699163/0.00792989589823141/0.00921462014874502/0.00787512146409526/0.00949344429270826,Fibroblasts_Lung,B-cells_Muscle
LTF,0.492289573,0.420433149,0.00717897,CD300LF/CDH5/CNOT3/CR1/DENND2D/FAM193B/HLX/MCTS1/NRP2/PLXDC2/S100A14/SGMS2/SLC48A1/SNN/SOD3/TMEM184B/TTN,0.0106159538823016/0.00854303031020759/0.00800280485876224/0.0108271585707218/0.00818704988298683/0.00789207922026688/0.00826570173113224/0.00788391386999045/0.00791853548395338/0.00797560838596151/0.00880551680804883/0.00810269998193234/0.0082409130699163/0.00792989589823141/0.00921462014874502/0.00787512146409526/0.00949344429270826,Macrophages_Lung,B-cells_Muscle
LTF,0.492289573,0.420433149,0.00717897,CD300LF/CDH5/CNOT3/CR1/DENND2D/FAM193B/HLX/MCTS1/NRP2/PLXDC2/S100A14/SGMS2/SLC48A1/SNN/SOD3/TMEM184B/TTN,0.0106159538823016/0.00854303031020759/0.00800280485876224/0.0108271585707218/0.00818704988298683/0.00789207922026688/0.00826570173113224/0.00788391386999045/0.00791853548395338/0.00797560838596151/0.00880551680804883/0.00810269998193234/0.0082409130699163/0.00792989589823141/0.00921462014874502/0.00787512146409526/0.00949344429270826,Macrophages_Skin,B-cells_Muscle
LTF,0.492289573,0.420433149,0.00717897,CD300LF/CDH5/CNOT3/CR1/DENND2D/FAM193B/HLX/MCTS1/NRP2/PLXDC2/S100A14/SGMS2/SLC48A1/SNN/SOD3/TMEM184B/TTN,0.0106159538823016/0.00854303031020759/0.00800280485876224/0.0108271585707218/0.00818704988298683/0.00789207922026688/0.00826570173113224/0.00788391386999045/0.00791853548395338/0.00797560838596151/0.00880551680804883/0.00810269998193234/0.0082409130699163/0.00792989589823141/0.00921462014874502/0.00787512146409526/0.00949344429270826,Macrophages_Spleen,B-cells_Muscle
LTF,0.492289573,0.420433149,0.00717897,CD300LF/CDH5/CNOT3/CR1/DENND2D/FAM193B/HLX/MCTS1/NRP2/PLXDC2/S100A14/SGMS2/SLC48A1/SNN/SOD3/TMEM184B/TTN,0.0106159538823016/0.00854303031020759/0.00800280485876224/0.0108271585707218/0.00818704988298683/0.00789207922026688/0.00826570173113224/0.00788391386999045/0.00791853548395338/0.00797560838596151/0.00880551680804883/0.00810269998193234/0.0082409130699163/0.00792989589823141/0.00921462014874502/0.00787512146409526/0.00949344429270826,T-cells_Lung,B-cells_Muscle
PLAT,0.501235994,0.099063424,0.007079588,ACBD4/BCL9L/CEBPA/EHD1/MMP2/MMP9/NR1D1/PLEKHG2/PRDM1/RARG/THOC6,0.00119229961547417/0.00145446440783933/0.00118183554471304/0.00140720761477478/0.00402226159441221/0.00518658049748865/0.00150630051093888/0.00122609591239928/0.00131966303128396/0.00126982097200991/0.00123921878911952,B-cells_Muscle,B-cells_Spleen
PLAT,0.501235994,0.099063424,0.007079588,ACBD4/BCL9L/CEBPA/EHD1/MMP2/MMP9/NR1D1/PLEKHG2/PRDM1/RARG/THOC6,0.00119229961547417/0.00145446440783933/0.00118183554471304/0.00140720761477478/0.00402226159441221/0.00518658049748865/0.00150630051093888/0.00122609591239928/0.00131966303128396/0.00126982097200991/0.00123921878911952,Dendritic-cells_Muscle,B-cells_Spleen
PLAT,0.501235994,0.099063424,0.007079588,ACBD4/BCL9L/CEBPA/EHD1/MMP2/MMP9/NR1D1/PLEKHG2/PRDM1/RARG/THOC6,0.00119229961547417/0.00145446440783933/0.00118183554471304/0.00140720761477478/0.00402226159441221/0.00518658049748865/0.00150630051093888/0.00122609591239928/0.00131966303128396/0.00126982097200991/0.00123921878911952,Endothelial-cells_Skin,B-cells_Spleen
PLAT,0.501235994,0.099063424,0.007079588,ACBD4/BCL9L/CEBPA/EHD1/MMP2/MMP9/NR1D1/PLEKHG2/PRDM1/RARG/THOC6,0.00119229961547417/0.00145446440783933/0.00118183554471304/0.00140720761477478/0.00402226159441221/0.00518658049748865/0.00150630051093888/0.00122609591239928/0.00131966303128396/0.00126982097200991/0.00123921878911952,Erythrocytes_Muscle,B-cells_Spleen
PLAT,0.501235994,0.099063424,0.007079588,ACBD4/BCL9L/CEBPA/EHD1/MMP2/MMP9/NR1D1/PLEKHG2/PRDM1/RARG/THOC6,0.00119229961547417/0.00145446440783933/0.00118183554471304/0.00140720761477478/0.00402226159441221/0.00518658049748865/0.00150630051093888/0.00122609591239928/0.00131966303128396/0.00126982097200991/0.00123921878911952,Granulocytes_Muscle,B-cells_Spleen
PLAT,0.501235994,0.099063424,0.007079588,ACBD4/BCL9L/CEBPA/EHD1/MMP2/MMP9/NR1D1/PLEKHG2/PRDM1/RARG/THOC6,0.00119229961547417/0.00145446440783933/0.00118183554471304/0.00140720761477478/0.00402226159441221/0.00518658049748865/0.00150630051093888/0.00122609591239928/0.00131966303128396/0.00126982097200991/0.00123921878911952,Macrophages_Lung,B-cells_Spleen
PLAT,0.501235994,0.099063424,0.007079588,ACBD4/BCL9L/CEBPA/EHD1/MMP2/MMP9/NR1D1/PLEKHG2/PRDM1/RARG/THOC6,0.00119229961547417/0.00145446440783933/0.00118183554471304/0.00140720761477478/0.00402226159441221/0.00518658049748865/0.00150630051093888/0.00122609591239928/0.00131966303128396/0.00126982097200991/0.00123921878911952,Macrophages_Skin,B-cells_Spleen
PLAT,0.501235994,0.099063424,0.007079588,ACBD4/BCL9L/CEBPA/EHD1/MMP2/MMP9/NR1D1/PLEKHG2/PRDM1/RARG/THOC6,0.00119229961547417/0.00145446440783933/0.00118183554471304/0.00140720761477478/0.00402226159441221/0.00518658049748865/0.00150630051093888/0.00122609591239928/0.00131966303128396/0.00126982097200991/0.00123921878911952,Monocytes_Muscle,B-cells_Spleen
PLAT,0.501235994,0.099063424,0.007079588,ACBD4/BCL9L/CEBPA/EHD1/MMP2/MMP9/NR1D1/PLEKHG2/PRDM1/RARG/THOC6,0.00119229961547417/0.00145446440783933/0.00118183554471304/0.00140720761477478/0.00402226159441221/0.00518658049748865/0.00150630051093888/0.00122609591239928/0.00131966303128396/0.00126982097200991/0.00123921878911952,T-cells_Joint,B-cells_Spleen
PLAT,0.501235994,0.099063424,0.007079588,ACBD4/BCL9L/CEBPA/EHD1/MMP2/MMP9/NR1D1/PLEKHG2/PRDM1/RARG/THOC6,0.00119229961547417/0.00145446440783933/0.00118183554471304/0.00140720761477478/0.00402226159441221/0.00518658049748865/0.00150630051093888/0.00122609591239928/0.00131966303128396/0.00126982097200991/0.00123921878911952,T-cells_Lung,B-cells_Spleen
PLAT,0.501235994,0.099063424,0.007079588,ACBD4/BCL9L/CEBPA/EHD1/MMP2/MMP9/NR1D1/PLEKHG2/PRDM1/RARG/THOC6,0.00119229961547417/0.00145446440783933/0.00118183554471304/0.00140720761477478/0.00402226159441221/0.00518658049748865/0.00150630051093888/0.00122609591239928/0.00131966303128396/0.00126982097200991/0.00123921878911952,Unknown6_Skin,B-cells_Spleen
MIF,0.467724768,0.417091335,0.006961182,ABI3BP/AP1M1/BOP1/CHCHD4/CYTH2/DCTN1/FAM76A/FGR/GPC3/HMGCS1/KLRK1/MRPL10/SPTAN1/SRGAP2B/TMEM109/TRIM39,0.00890709369966034/0.0134055927357877/0.0142915583088714/0.00887261571960485/0.0135734989346075/0.0130120971996347/0.0135557163904406/0.00869327697163387/0.00942558357899666/0.0126435145342553/0.00875578610626616/0.0139162643801454/0.017721950590902/0.00919267298424158/0.013859510720277/0.0181126672866505,Erythrocytes_Muscle,T-cells_Lung
TGFB1,0.48162863,0.256429466,0.006416004,BASP1/CALD1/CCND1/COL4A1/CRYAB/CTLA4/CXCL10/DST/E2F1/ELN/FBN1/FMOD/HAS1/HDAC2/HSPB1/IFIT3/IGF1/IL1B/IL6/ITGA5/KLF5/LOX/LOXL1/LOXL2/LPL/LZTFL1/MMP2/MMP9/NR1H2/OAS1/PDGFA/RUNX3/S100A8/SERPINE1/SOCS2/TAGLN/TGFBR2/THBS1/TNF,0.0044648967027366/0.00485958471047617/0.0049155449618628/0.00485394028475774/0.00461832386426685/0.00285268233680982/0.0042644906067313/0.00300779493731168/0.00421216663193063/0.00698701226936435/0.00494533872999235/0.00295418857773751/0.00314960385971127/0.00399885736449382/0.0058713530651132/0.00466566099947073/0.00566017293649168/0.00357074356336784/0.00399169703910823/0.00489292483453546/0.00458687132566401/0.00465483345413051/0.00488498989928621/0.00519585533520799/0.0044763744617301/0.0045080706406963/0.00539083089228823/0.00537954034767452/0.0046756989107062/0.00454997413425298/0.00585914002902647/0.00296140107328028/0.00488703125090585/0.00587025025317145/0.00437939856981626/0.00666074381041192/0.00629791933528927/0.00592596870735485/0.00398806290438684,Endothelial-cells_Lung,NK-cells_Muscle
TGFB1,0.48162863,0.256429466,0.006416004,BASP1/CALD1/CCND1/COL4A1/CRYAB/CTLA4/CXCL10/DST/E2F1/ELN/FBN1/FMOD/HAS1/HDAC2/HSPB1/IFIT3/IGF1/IL1B/IL6/ITGA5/KLF5/LOX/LOXL1/LOXL2/LPL/LZTFL1/MMP2/MMP9/NR1H2/OAS1/PDGFA/RUNX3/S100A8/SERPINE1/SOCS2/TAGLN/TGFBR2/THBS1/TNF,0.0044648967027366/0.00485958471047617/0.0049155449618628/0.00485394028475774/0.00461832386426685/0.00285268233680982/0.0042644906067313/0.00300779493731168/0.00421216663193063/0.00698701226936435/0.00494533872999235/0.00295418857773751/0.00314960385971127/0.00399885736449382/0.0058713530651132/0.00466566099947073/0.00566017293649168/0.00357074356336784/0.00399169703910823/0.00489292483453546/0.00458687132566401/0.00465483345413051/0.00488498989928621/0.00519585533520799/0.0044763744617301/0.0045080706406963/0.00539083089228823/0.00537954034767452/0.0046756989107062/0.00454997413425298/0.00585914002902647/0.00296140107328028/0.00488703125090585/0.00587025025317145/0.00437939856981626/0.00666074381041192/0.00629791933528927/0.00592596870735485/0.00398806290438684,Fibroblasts_Lung,NK-cells_Muscle
SERPING1,0.51052892,0.156372816,0.006378561,ADM/BCL11B/CALD1/CISH/EGFR/GDF15/JARID2/LEF1/LPP/MTUS1/NFIX/NR1D1/PDGFRA/PLEC/RARG/SHC1/SLC2A1/SULF2/ZBTB7B/ZFHX3,0.00090103570999869/0.000905746025130757/0.000914306328380273/0.000907250886956792/0.000943001810393618/0.000982110391550465/0.000923329370863262/0.000908152149859404/0.000907702378376841/0.000955555149254805/0.000907608650902528/0.00115067488091819/0.000975609779313542/0.00112391408298451/0.000970108751393218/0.00100203781067023/0.00103245330417155/0.000949126524158952/0.000914067912389528/0.000942071504896694,B-cells_Muscle,T-cells_Spleen
SERPING1,0.51052892,0.156372816,0.006378561,ADM/BCL11B/CALD1/CISH/EGFR/GDF15/JARID2/LEF1/LPP/MTUS1/NFIX/NR1D1/PDGFRA/PLEC/RARG/SHC1/SLC2A1/SULF2/ZBTB7B/ZFHX3,0.00090103570999869/0.000905746025130757/0.000914306328380273/0.000907250886956792/0.000943001810393618/0.000982110391550465/0.000923329370863262/0.000908152149859404/0.000907702378376841/0.000955555149254805/0.000907608650902528/0.00115067488091819/0.000975609779313542/0.00112391408298451/0.000970108751393218/0.00100203781067023/0.00103245330417155/0.000949126524158952/0.000914067912389528/0.000942071504896694,Dendritic-cells_Muscle,T-cells_Spleen
SERPING1,0.51052892,0.156372816,0.006378561,ADM/BCL11B/CALD1/CISH/EGFR/GDF15/JARID2/LEF1/LPP/MTUS1/NFIX/NR1D1/PDGFRA/PLEC/RARG/SHC1/SLC2A1/SULF2/ZBTB7B/ZFHX3,0.00090103570999869/0.000905746025130757/0.000914306328380273/0.000907250886956792/0.000943001810393618/0.000982110391550465/0.000923329370863262/0.000908152149859404/0.000907702378376841/0.000955555149254805/0.000907608650902528/0.00115067488091819/0.000975609779313542/0.00112391408298451/0.000970108751393218/0.00100203781067023/0.00103245330417155/0.000949126524158952/0.000914067912389528/0.000942071504896694,Endothelial-cells_Lung,T-cells_Spleen
SERPING1,0.51052892,0.156372816,0.006378561,ADM/BCL11B/CALD1/CISH/EGFR/GDF15/JARID2/LEF1/LPP/MTUS1/NFIX/NR1D1/PDGFRA/PLEC/RARG/SHC1/SLC2A1/SULF2/ZBTB7B/ZFHX3,0.00090103570999869/0.000905746025130757/0.000914306328380273/0.000907250886956792/0.000943001810393618/0.000982110391550465/0.000923329370863262/0.000908152149859404/0.000907702378376841/0.000955555149254805/0.000907608650902528/0.00115067488091819/0.000975609779313542/0.00112391408298451/0.000970108751393218/0.00100203781067023/0.00103245330417155/0.000949126524158952/0.000914067912389528/0.000942071504896694,Endothelial-cells_Muscle,T-cells_Spleen
SERPING1,0.51052892,0.156372816,0.006378561,ADM/BCL11B/CALD1/CISH/EGFR/GDF15/JARID2/LEF1/LPP/MTUS1/NFIX/NR1D1/PDGFRA/PLEC/RARG/SHC1/SLC2A1/SULF2/ZBTB7B/ZFHX3,0.00090103570999869/0.000905746025130757/0.000914306328380273/0.000907250886956792/0.000943001810393618/0.000982110391550465/0.000923329370863262/0.000908152149859404/0.000907702378376841/0.000955555149254805/0.000907608650902528/0.00115067488091819/0.000975609779313542/0.00112391408298451/0.000970108751393218/0.00100203781067023/0.00103245330417155/0.000949126524158952/0.000914067912389528/0.000942071504896694,Erythrocytes_Muscle,T-cells_Spleen
SERPING1,0.51052892,0.156372816,0.006378561,ADM/BCL11B/CALD1/CISH/EGFR/GDF15/JARID2/LEF1/LPP/MTUS1/NFIX/NR1D1/PDGFRA/PLEC/RARG/SHC1/SLC2A1/SULF2/ZBTB7B/ZFHX3,0.00090103570999869/0.000905746025130757/0.000914306328380273/0.000907250886956792/0.000943001810393618/0.000982110391550465/0.000923329370863262/0.000908152149859404/0.000907702378376841/0.000955555149254805/0.000907608650902528/0.00115067488091819/0.000975609779313542/0.00112391408298451/0.000970108751393218/0.00100203781067023/0.00103245330417155/0.000949126524158952/0.000914067912389528/0.000942071504896694,Granulocytes_Muscle,T-cells_Spleen
SERPING1,0.51052892,0.156372816,0.006378561,ADM/BCL11B/CALD1/CISH/EGFR/GDF15/JARID2/LEF1/LPP/MTUS1/NFIX/NR1D1/PDGFRA/PLEC/RARG/SHC1/SLC2A1/SULF2/ZBTB7B/ZFHX3,0.00090103570999869/0.000905746025130757/0.000914306328380273/0.000907250886956792/0.000943001810393618/0.000982110391550465/0.000923329370863262/0.000908152149859404/0.000907702378376841/0.000955555149254805/0.000907608650902528/0.00115067488091819/0.000975609779313542/0.00112391408298451/0.000970108751393218/0.00100203781067023/0.00103245330417155/0.000949126524158952/0.000914067912389528/0.000942071504896694,Macrophages_Muscle,T-cells_Spleen
