"","B cells","Dendritic cells","Erythrocytes","Monocytes","NK cells","T cells"
"HMDB0000262",4.9977933421063e-09,4.86033068585618e-10,2.63312426640207e-10,1.70830901470291e-09,1.08442286957193e-09,1.2700880010925e-10
"HMDB0000263",0.00682613593716744,-0.926755008160253,-0.883053577470425,0.0305461810463635,0.0129078622503325,-0.940382247557016
"HMDB0000265",-0.999999958852651,6.16278895417989e-09,-0.999999996191744,-0.99999997685115,-0.999999990706767,2.3415131139845e-09
"HMDB0000267",1.04208652082595e-05,-0.999985245501364,-0.999999996706573,1.49588853346681e-05,4.39809281093373e-05,3.77931558444627e-05
"HMDB0000269",-0.996793862246836,-0.999915513281803,-0.996941365034593,0.00262948048628664,0.00795861179933592,0.00198111523718751
"HMDB0000271",-0.999999999076744,-0.999999995818542,-0.999999997053543,5.00104176666146e-10,-0.999999999477577,1.84266128887631e-09
"HMDB0000272",-0.999969778230717,-0.999999994666756,-0.999999754588184,-0.992697372351473,0.00732202910117067,0.00169988739590247
"HMDB0000273",1.92193331321e-05,9.66876076296464e-09,4.06045013903838e-05,6.78314306409295e-08,2.20384120805243e-08,-0.999999959808601
"HMDB0000277",0.00308386236413333,-0.999999984429932,0.0117522220819071,-0.994194100749847,-0.994016180724315,-0.997731624959259
"HMDB0000279",1.53132770602392e-07,1.12219396308964e-08,4.28729703440551e-09,4.63048523049902e-08,5.22323864743487e-08,2.09064280849542e-08
"HMDB0000283",2.16990558216621e-05,5.44124836401556e-09,-0.999999997236103,-0.999987661159014,1.17969350500275e-09,-0.999999999401681
"HMDB0000285",0.00125551861546194,-0.999882318927215,0.00788648701259222,0.00148845333046627,-0.996000478649683,-0.995964435316998
"HMDB0000288",0.000190675871084725,7.10664892334592e-05,-0.99988744400156,-0.99933129747527,-0.997781428596532,0.00489672219027761
"HMDB0000289",0.00231119798784545,3.80025728085341e-05,-0.998566189614158,-0.99693994779328,-0.996626768642409,-0.999419778847011
"HMDB0000291",-0.999999924850638,5.58772673821136e-09,-0.999999993480988,-0.99999501127763,7.5552807941587e-09,1.29053473232074e-08
"HMDB0000292",-0.99999450180293,-0.999967042715267,1.78287496537651e-06,6.86434495028476e-05,1.39617523583752e-05,-0.99999397985067
"HMDB0000293",-0.999983283966903,8.48573133074773e-09,3.40443340643847e-07,-0.999997037937126,-0.999992016199901,-0.999998599185634
"HMDB0000294",-0.997690044662117,-0.999999995305016,0.0014357441670775,0.00333969439418376,0.00445985364535708,0.000579666643611087
"HMDB0000295",-0.999943023727195,-0.999922241031214,2.34393387932499e-06,2.97189825422478e-05,3.66432171344808e-05,2.24080862747679e-06
"HMDB0000296",-0.998929410682628,-0.999999992537771,-0.992192477194011,0.00186552787700573,0.0042160092439043,-0.996341439486675
"HMDB0000299",1.74516021164626e-05,6.16485208385011e-06,1.13426820320045e-05,-0.99999776761647,-0.999998083032279,0.000126204660555653
"HMDB0000300",2.86313715986473e-08,3.05856897653189e-09,2.96083649554809e-09,1.09698879820022e-08,9.56825103375725e-09,2.54010597290382e-09
"HMDB0000301",2.85754072923954e-08,2.44593407778582e-08,1.37338346361687e-08,2.93501587810665e-08,2.10902232861785e-08,-0.999999997033283
