"","Endothelial cells","Fibroblasts","Macrophages","Myocytes","Neutrophils","NK cells","T cells"
"HMDB0000149",-0.999966990286098,0.00113594541193278,0.000522408842001281,4.465565756745e-06,-0.99988725439123,0.0074964119461919,-0.999595326502153
"HMDB0000151",-0.999999162544345,8.07698334348619e-07,-0.999999169591159,1.00520026644418e-06,2.78874868353352e-09,-0.999998178946478,5.23896195883183e-07
"HMDB0000152",-0.999999999056659,1.26165610261302e-09,4.34703898264394e-10,-0.999999999994973,6.3464843380632e-10,2.05754105404286e-09,9.4174900565854e-10
"HMDB0000153",1.90516104986659e-07,-0.999999724492699,2.45168727043916e-07,-0.999999385882708,-0.99999976323527,1.42269374433408e-06,-0.999999946979287
"HMDB0000156",-0.943216856231026,0.153489830216102,-0.995427426207891,-0.998808108058797,-0.983602017933834,-0.726325385254981,-0.989855371728988
"HMDB0000157",-0.999999995455328,-0.999999990874485,-0.99999999345585,-0.999999955510812,-0.999999998675448,-0.999999999412543,-0.99999997686171
"HMDB0000158",-0.997617216000037,-0.985967300451198,-0.964657232068765,-0.988917433207212,-0.984544102243734,0.00445062040733963,-0.976154014806624
"HMDB0000159",0.00617669671020261,-0.995236553935972,-1.99021754040325,0.000315608047133167,-1.97750437814028,-0.993682212933273,-1.99711405325322
"HMDB0000161",0.10649342659203,0.0634984052382833,0.0267828385799883,-0.993445995113708,0.0384703118090247,0.0737040496076647,0.00753667641034372
"HMDB0000162",-0.984947059014053,-0.899077955371314,-0.890315796367982,-0.923131211240279,0.0031137990996475,-0.918120925198166,-0.948280031861235
"HMDB0000163",7.93403328451594e-10,-0.999999999876733,-0.999999997659083,-0.999999998421506,2.7200041367644e-10,1.86630164440918e-09,-0.999999997057764
"HMDB0000164",1.43709920255992e-10,-0.999999998700399,-0.99999999991646,-0.999999994798441,-0.999999998836012,-0.999999996733637,-0.999999996621642
"HMDB0000167",-0.91782987407871,-0.97266729422607,-0.964401710898587,-0.987941524651227,-0.996101324469977,-0.90385827573195,-0.937403502210758
"HMDB0000168",0.00431125255099655,-0.99750424266965,0.000641151986290899,-0.996639766268551,0.00323164071918659,0.0058502811429689,-0.99672550171041
"HMDB0000169",1.78105961683991e-06,1.03280906361826e-06,9.83456410344459e-07,-0.999996388257228,5.28965099444876e-07,-0.999998308204165,-0.999997830536304
"HMDB0000172",0.00214346522058065,-0.995784983653292,-0.995173384668052,-0.996478439726867,-0.999482642685232,0.00295781375708076,-0.996149456065079
"HMDB0000174",1.54766336638615e-06,1.2506957969255e-07,1.73881254010605e-06,9.54949060553693e-07,-0.999998539191793,-0.999998618756109,-0.999999877679938
"HMDB0000175",-0.998107753101519,0.00198615512056587,-0.999326762760553,-0.999691550505253,0.000604504604095321,2.30546327095789e-05,-0.999995346158721
"HMDB0000177",-0.850964836466697,-0.923794003221439,-0.96470924469252,0.0257962783912423,-0.899615748732654,-0.905007273843632,0.0276214835031997
"HMDB0000181",0.000200029772040993,-0.998944469787779,-0.963770947274183,0.00871411797369518,-0.999308164602645,-0.985328980601155,-0.995113508134202
"HMDB0000182",-0.984242487091806,-0.986727298484596,-0.97042148010534,-0.975154084740187,-0.988081468255946,-0.989509191539648,-0.973238102795354
"HMDB0000186",0.0463907997126934,-0.928942989337996,0.0141083940894087,0.0106436282949519,0.0763865484575783,0.0564431165013914,-0.990782580724813
"HMDB0000187",0.00851399478394076,-0.993532472219815,-0.998666038970743,-0.993904766350262,0.000878093653595901,0.0120175628730391,-0.993237765567053
"HMDB0000189",1.04353614504335e-07,-0.999993851078639,-0.999994654947496,-0.999957912433776,-0.999999409137021,2.11875059219759e-06,-0.999983684623347
"HMDB0000190",-0.949404146921799,-0.992676731209241,-1.96856479504107,-0.949768386753425,-0.951828685271206,-0.879717370539056,-1.93878019990101
"HMDB0000191",0.00754761384495159,0.0107035057663161,0.0341953257987884,0.0126548148608326,0.0379267405787502,0.00636665635164921,0.0179210634328935
"HMDB0000192",-0.990939199727529,-0.996185970498487,-0.998436188321011,-0.999350002700265,-0.996778045683387,-0.999999986105581,-0.999466127220725
"HMDB0000193",0.132033912188597,-0.956045596500673,-0.98362195502466,0.0244255627088115,0.0529006058580902,4.63398657289556e-08,0.0439274997842476
